index,age,male,marr,currmarr,children,educ,postgrad,empl,hours,inc,tran,bwnorm
16014,49,0,1,1,3,11,0,3,170,1200,0,0
16023,33,1,1,1,2,12,0,1,2128,39900,0,0
16029,78,1,1,3,3,12,0,4,,5800,10788,0
16031,63,1,1,3,3,0,1,1,2900,535000,0,0
16033,36,1,1,1,0,16,0,1,2160,67000,0,1
16047,44,1,1,1,2,0,1,1,1974,91900,25000,0
16072,64,1,1,1,3,12,0,1,1896,24000,0,0
16074,40,1,1,1,2,16,0,1,2480,85200,0,1
16075,34,1,1,4,0,12,0,1,2056,25540,0,1
16081,38,0,1,1,2,16,0,1,1665,35200,0,0
16089,42,1,1,1,1,0,1,1,1920,42800,0,1
16119,59,1,1,1,2,12,0,1,1870,35200,0,0
16131,49,1,1,1,3,0,1,1,2000,103000,0,0
16132,46,0,1,1,3,0,1,1,1698,35000,0,0
16152,47,1,1,1,3,12,0,1,2820,14000,264,0
16172,73,1,1,1,0,12,0,4,,27000,7668,0
16174,37,0,1,1,2,12,0,1,1250,8000,0,1
16188,37,1,1,4,3,16,0,1,3000,45000,0,0
16189,39,1,1,1,2,12,0,1,2500,38600,0,0
16201,54,1,2,1,3,12,0,1,2500,150000,0,0
16203,35,0,1,1,1,16,0,1,2450,53840,0,1
16204,33,1,1,1,2,12,0,1,1988,19162,500,0
16205,31,0,1,1,0,14,0,1,2940,70000,0,1
16234,47,1,1,4,2,10,0,1,2400,53250,0,0
16235,43,0,1,4,2,12,0,1,2110,32200,0,0
16240,45,1,1,4,2,12,0,1,2686,53621,0,0
16251,62,1,1,1,2,0,1,1,2160,84000,0,0
16253,37,0,1,1,0,0,1,1,2070,35850,0,1
16254,36,1,1,1,0,16,0,1,2142,59000,0,1
16272,68,1,1,3,7,0,1,4,,34250,10030,0
16276,32,0,1,1,6,14,0,1,1040,5200,0,1
16302,37,1,1,1,3,16,0,1,2000,40100,0,0
16303,36,1,1,1,2,16,0,1,2952,66000,0,0
16326,58,0,1,4,3,12,0,1,1920,21815,0,0
16327,35,0,0,2,0,14,0,1,2004,13486,0,1
16333,38,0,1,1,2,15,0,1,1678,41000,0,0
16337,64,1,2,1,2,16,0,1,1220,65000,0,0
16341,32,0,1,5,1,12,0,1,1715,7000,0,0
16342,31,0,1,4,2,12,0,1,1689,10800,567,1
16364,58,1,1,1,0,12,0,1,1880,26650,0,0
16384,78,0,1,3,2,7,0,6,,2500,5760,0
16393,59,1,1,1,0,11,0,1,2690,23000,0,0
16415,68,1,1,3,3,12,0,4,1040,2500,18000,0
16418,32,0,1,1,1,12,0,1,2074,17000,0,1
16419,40,1,3,1,1,14,0,1,2236,30000,0,1
16446,57,1,2,1,1,16,0,1,3341,18200,300,0
16453,59,1,1,1,4,12,0,4,1560,41000,2500,0
16455,32,1,1,1,2,11,0,1,2080,24000,500,1
16456,30,1,1,4,0,12,0,1,2352,15500,0,1
16501,73,1,2,1,1,12,0,4,,7100,14628,0
16505,48,0,2,1,2,12,0,1,3250,29000,0,0
16519,95,0,1,3,2,8,0,4,,100,5736,0
16521,60,0,1,3,2,11,0,4,1600,21478,1200,0
16522,39,0,1,1,2,13,0,1,1793,15425,0,1
16526,41,1,1,1,2,12,0,1,1920,26790,0,0
16533,49,1,1,1,4,12,0,1,1880,25054,0,0
16534,43,0,1,1,4,12,0,2,717,10140,1500,0
16565,41,1,1,5,3,12,0,1,1365,18000,0,0
16611,55,0,0,2,0,12,0,4,,2000,10800,1
16618,40,1,1,1,2,12,0,1,3060,35000,0,1
16619,38,0,2,1,1,12,0,1,2259,17300,3120,1
16749,62,1,1,3,0,8,0,1,1920,13000,3000,0
16752,38,1,2,1,3,10,0,1,2156,28000,0,0
16831,54,1,1,3,2,8,0,1,445,84333,0,0
16833,31,1,1,3,2,14,0,1,3198,10000,0,1
16855,36,0,2,1,4,12,0,1,1960,15000,0,1
16858,28,0,0,2,0,12,0,1,2500,16269,0,1
16874,40,1,2,1,4,12,0,1,1676,28005,1230,0
16875,39,1,2,1,3,12,0,1,2076,18000,135,0
16876,42,1,3,1,2,16,0,1,2940,35700,0,0
16907,49,1,2,1,4,12,0,1,2878,36000,0,0
16920,40,0,1,1,1,14,0,1,2100,12000,0,0
16944,84,1,1,3,3,16,0,4,,1800,6900,0
16973,31,1,4,1,1,12,0,1,2205,35600,0,0
17003,44,1,1,1,2,12,0,1,2040,37600,0,0
17034,36,1,0,2,0,0,1,1,1800,24000,0,1
17035,34,1,1,1,2,11,0,1,5840,25000,0,0
17043,34,1,1,1,1,11,0,2,2288,17800,0,0
17053,32,0,4,1,2,14,0,1,1733,6500,2200,1
17054,34,1,2,1,3,12,0,1,2459,28000,0,0
17081,77,1,1,3,3,12,0,4,,3000,5552,0
17083,40,0,1,4,2,12,0,1,1977,17240,3600,1
17100,64,0,1,3,5,7,0,1,735,2000,5292,0
17102,37,0,1,1,4,10,0,1,1576,15000,0,1
17103,36,1,2,4,3,0,1,1,3310,27000,0,1
17104,43,1,2,1,3,13,0,1,2510,17650,0,1
17154,51,1,1,1,4,10,0,1,2312,21890,0,0
17155,46,0,1,3,4,12,0,1,1944,20000,0,0
17180,75,1,1,1,3,14,0,1,87,9687,42356,0
17190,38,1,1,1,4,16,0,1,2676,45300,0,0
17210,73,0,1,3,0,16,0,4,,16500,13200,0
17212,72,1,1,1,3,12,0,4,,8000,10080,0
17216,33,0,2,1,2,16,0,1,1446,25246,0,1
17254,30,0,0,2,0,14,0,1,1888,15700,0,1
17278,66,1,3,3,3,12,0,1,2084,16525,4728,0
17280,40,0,0,2,0,12,0,1,2370,52060,0,1
17281,42,1,3,4,1,15,0,1,2090,12000,0,1
17298,77,0,1,3,2,12,0,6,,300,4104,0
17299,42,1,1,1,2,0,1,1,2012,42000,0,1
17315,43,1,3,1,2,0,1,1,2196,42934,0,0
17331,35,1,1,1,3,13,0,1,2017,25600,0,1
17332,32,1,0,2,0,12,0,1,2491,27800,0,1
17338,35,0,1,1,3,12,0,1,1160,1300,0,0
17343,48,1,1,1,0,0,1,1,2500,87800,25000,0
17374,41,1,1,1,2,12,0,1,1560,15350,0,0
17376,49,1,4,1,2,16,0,1,1950,75000,0,0
17377,45,0,2,4,2,12,0,1,1763,22000,0,0
17392,54,1,1,1,2,0,1,1,2940,18000,3000,0
17407,52,1,1,1,0,14,0,1,2450,33700,0,0
17427,34,1,1,1,2,12,0,1,1984,28000,0,0
17464,51,1,2,1,4,8,0,1,1936,33600,500,0
17468,30,1,2,1,2,12,0,1,2040,40130,264,1
17551,34,1,1,1,2,12,0,3,1978,8278,0,0
17586,45,1,1,4,4,12,0,1,2880,40000,0,0
17587,38,1,1,1,2,13,0,1,1962,27000,0,0
17607,37,0,1,1,2,12,0,1,1985,26000,0,0
17639,58,1,1,1,2,12,0,5,,6300,12000,0
17642,36,0,1,1,2,13,0,6,832,5000,0,1
17648,37,1,1,1,2,12,0,1,2020,40000,0,0
17674,49,1,1,1,3,12,0,1,2400,34100,0,0
17685,48,1,2,1,4,16,0,1,2162,86930,0,0
17702,47,1,2,1,2,0,1,1,2400,79311,0,0
17718,60,1,1,1,2,12,0,1,1876,19000,0,0
17719,57,0,1,3,2,12,0,1,2030,13000,0,0
17720,36,0,1,1,1,12,0,1,1920,26000,0,1
17721,30,1,2,4,0,12,0,1,1990,23450,100,1
17724,46,1,2,1,1,14,0,1,1920,32160,0,0
17759,42,1,1,1,1,16,0,1,2044,34600,0,0
17763,45,0,1,1,1,0,1,1,1832,39600,0,0
17768,48,0,0,2,0,14,0,1,3000,59370,0,0
17769,49,1,2,1,4,12,0,1,2000,14650,0,0
17770,43,0,2,1,3,15,0,1,1185,6200,0,0
17779,41,1,1,1,1,12,0,1,2702,40340,0,0
17788,44,1,1,1,1,0,1,1,2316,35226,0,0
17789,44,0,1,1,1,0,1,1,1278,21585,0,0
17793,66,1,1,1,4,16,0,3,265,52000,15700,0
17798,40,1,2,1,3,0,1,1,2401,290000,0,1
17815,42,1,2,1,5,12,0,1,2600,17000,0,1
17816,37,1,1,4,2,12,0,1,2080,12000,0,1
17822,40,1,2,1,3,11,0,1,2080,11000,0,1
17858,35,1,1,1,2,12,0,1,2180,37080,0,0
17890,48,1,1,1,4,11,0,1,3640,1000,0,0
17937,72,0,0,2,0,12,0,4,,2000,22300,0
17941,29,1,2,5,3,12,0,1,2312,25509,0,0
17951,44,1,1,1,3,16,0,2,2262,42000,0,0
17966,60,1,1,1,5,12,0,1,1900,27000,0,0
17968,35,1,1,1,2,0,1,1,1688,29000,0,1
17970,29,0,2,1,2,12,0,1,2170,15200,0,1
17983,34,0,1,1,2,14,0,1,1740,24000,0,0
18001,55,1,1,1,1,6,0,1,2040,25000,0,0
18008,60,1,1,1,7,5,0,1,1966,22000,0,0
18061,57,1,1,1,4,8,0,1,2295,17000,0,0
18100,45,1,1,1,0,12,0,1,2330,48000,840,1
18107,29,1,1,4,4,12,0,1,1964,17000,489,0
18153,49,0,1,1,0,0,1,1,1236,23500,0,0
18155,69,1,1,1,3,12,0,4,,3800,7764,0
18158,40,1,1,1,3,15,0,1,1952,30000,0,1
18159,35,1,1,1,0,12,0,1,2000,47400,0,1
18175,63,1,1,1,3,12,0,4,,3529,26572,0
18179,34,1,1,1,4,13,0,1,2938,44800,0,1
18272,35,1,1,1,2,12,0,1,1905,31000,0,0
18375,44,1,2,1,2,16,0,1,2680,53100,0,0
18396,67,1,1,1,0,16,0,4,,3000,6540,0
18398,82,1,1,3,0,13,0,4,,27324,16652,0
18439,34,1,1,1,2,16,0,1,3430,27400,0,1
18449,53,1,1,1,2,12,0,1,1800,44973,232,0
18469,76,0,1,3,3,10,0,4,,1500,6576,0
18487,60,1,1,3,4,0,1,1,1300,9310,0,0
18489,38,0,1,1,2,16,0,1,2500,77250,0,1
18490,36,0,1,1,2,14,0,1,2196,46200,0,1
18492,29,1,1,1,2,12,0,1,2976,25700,0,1
18501,36,1,1,1,2,0,1,1,3060,33400,0,0
18535,63,1,1,1,4,11,0,4,1920,31400,0,0
18536,62,0,1,3,4,10,0,4,1777,17850,0,0
18537,35,0,1,1,2,16,0,1,1844,28000,0,1
18538,38,1,1,1,5,12,0,1,2205,44000,0,1
18539,42,0,1,1,3,16,0,1,2020,15168,0,1
18555,42,1,1,1,3,0,1,1,2000,49765,0,0
18576,61,0,1,3,3,12,0,6,364,3500,23510,0
18577,30,0,1,1,2,14,0,1,770,5000,0,1
18598,59,1,1,1,3,12,0,1,825,10000,13000,0
18599,55,0,1,3,3,11,0,1,1368,13500,0,0
18600,36,0,2,1,2,12,0,1,648,10000,0,1
18601,34,1,2,1,3,12,0,1,1940,23000,0,1
18602,31,1,2,1,2,12,0,1,1915,10000,0,1
18611,41,1,2,1,4,13,0,1,2924,26700,0,0
18620,79,0,2,4,2,14,0,1,1500,21033,14400,0
18625,54,1,1,1,0,12,0,1,2805,10497,0,0
18626,54,0,1,1,0,0,1,1,2550,15303,0,0
18638,77,1,1,1,3,12,0,4,,7500,7668,0
18641,40,0,1,1,0,0,1,1,1528,28000,0,1
18642,38,1,1,1,0,12,0,1,2096,54500,0,0
18644,73,1,1,1,0,0,1,4,,19974,12680,0
18647,32,0,4,1,0,12,0,1,1888,28035,0,0
18664,69,1,1,1,2,14,0,4,,7500,13200,0
18665,69,0,1,3,2,14,0,1,780,16100,9960,0
18666,40,1,1,1,2,0,1,1,2430,100000,0,1
18667,34,1,1,1,2,0,1,1,2450,40000,0,1
18672,38,0,1,1,2,0,1,1,2420,55000,0,0
18681,76,1,1,4,0,7,0,4,,4500,3852,0
18683,39,1,2,1,2,13,0,1,2000,26000,0,0
18697,40,0,1,4,2,12,0,1,2000,20000,0,0
18719,38,1,1,1,2,0,1,1,2205,63000,0,1
18720,35,1,2,1,3,16,0,1,2042,36000,0,1
18727,40,0,1,1,2,16,0,1,1936,20500,0,0
18734,66,0,1,3,3,12,0,6,76,5430,8580,0
18736,40,1,0,2,0,0,1,1,1715,33425,0,1
18737,35,1,1,1,3,0,1,1,2871,47850,0,1
18743,44,1,1,1,2,13,0,1,2080,106000,0,0
18757,72,1,1,1,3,14,0,4,,1200,6600,0
18759,44,1,2,1,2,0,1,1,3000,200000,0,1
18776,68,0,1,4,5,12,0,4,,472,15920,0
18777,39,1,0,2,0,14,0,1,3020,14308,0,1
18785,44,1,2,1,4,16,0,1,2295,45000,0,0
18786,41,0,2,1,3,14,0,1,1920,41000,0,0
18795,46,1,2,1,1,14,0,1,1920,40000,0,0
18801,46,1,2,1,2,0,1,1,2466,50600,0,0
18802,46,0,1,4,2,0,1,1,2315,24714,0,0
18822,35,1,2,4,5,12,0,3,2000,38000,1000,0
18835,40,1,1,4,4,12,0,1,3005,25600,0,0
18863,38,1,2,1,2,12,0,1,1955,40000,0,1
18864,34,1,1,1,2,12,0,3,520,8000,5000,1
18865,31,0,2,1,3,12,0,1,1552,9100,1300,1
18889,32,1,1,4,3,12,0,1,2152,32000,0,0
18952,58,0,1,1,4,16,0,1,1920,35350,0,0
18953,35,1,2,1,2,12,0,1,2244,31000,0,1
18954,34,1,1,1,3,12,0,3,2980,25600,0,1
18956,30,1,1,4,2,13,0,1,2140,29000,0,1
18977,66,1,1,1,3,8,0,4,1000,6900,7320,0
18985,42,1,1,1,2,13,0,1,1770,36475,2400,0
18994,73,1,1,1,3,7,0,4,,1836,6300,0
18996,35,0,1,1,1,0,1,1,198,5150,0,1
18998,39,1,1,1,1,0,1,1,2520,27650,0,0
19022,59,1,1,1,1,12,0,1,2397,14000,0,0
19065,57,1,1,1,3,0,1,1,1410,82500,0,0
19066,55,0,1,3,3,12,0,1,1673,6500,0,0
19067,33,1,2,1,1,16,0,1,3150,87000,0,1
19068,30,1,2,1,2,16,0,1,2370,32000,0,1
19084,41,1,2,1,1,16,0,1,1880,19880,0,1
19092,54,1,2,3,2,12,0,1,1560,19800,12120,0
19101,55,1,2,1,1,12,0,1,2226,25000,8000,0
19114,60,1,1,3,2,14,0,1,400,8500,23172,0
19117,32,1,1,5,2,13,0,1,2080,12000,0,1
19129,57,1,2,1,4,11,0,3,1968,32000,2730,0
19131,38,1,1,1,3,15,0,1,1848,25250,1200,0
19132,36,1,3,1,0,12,0,1,2295,42400,500,0
19166,41,0,0,2,0,12,0,1,2064,29813,0,1
19167,53,1,1,1,3,14,0,4,36,1074,27694,0
19170,28,1,2,1,0,12,0,1,2290,32000,0,1
19191,30,0,1,1,1,12,0,1,1691,12000,0,1
19207,65,1,1,1,0,11,0,4,1760,54400,0,0
19209,39,1,1,1,3,15,0,1,2004,24014,1900,0
19226,60,1,4,1,2,12,0,1,2400,24000,14400,0
19227,54,0,2,1,2,12,0,1,1860,18600,0,0
19228,34,0,1,1,2,12,0,1,1081,7300,0,1
19236,38,1,2,1,2,12,0,1,2916,50020,0,0
19239,31,1,1,4,3,12,0,1,2292,42720,0,0
19252,62,0,1,3,7,0,1,1,1853,36533,4819,0
19253,36,1,1,1,3,16,0,1,2680,38500,0,1
19254,34,1,1,1,4,12,0,1,2298,16000,9000,1
19255,32,1,0,2,0,12,0,1,2080,36200,0,1
19258,37,0,1,1,2,12,0,1,1853,25000,0,1
19280,35,0,1,1,3,16,0,1,1950,24000,0,0
19281,37,1,1,1,2,13,0,1,2250,27000,0,0
19293,59,1,1,1,4,12,0,1,2088,37700,0,0
19328,41,1,1,1,2,16,0,1,2400,30000,0,0
19335,49,0,1,4,2,16,0,1,2350,47150,0,0
19336,28,0,1,1,3,16,0,1,1760,19590,810,1
19369,46,1,1,1,2,16,0,1,1920,106600,0,1
19370,43,1,1,1,2,16,0,1,2500,51240,0,1
19371,39,0,1,1,0,12,0,1,1656,38500,1300,1
19372,35,0,1,1,2,12,0,1,1736,17000,0,1
19379,42,0,1,1,2,16,0,1,1470,15200,0,0
19391,32,1,1,1,2,11,0,1,2440,21012,600,1
19400,43,1,2,1,2,12,0,1,3630,40000,0,0
19423,59,1,1,1,3,12,0,4,,110,27600,0
19425,29,1,1,4,0,12,0,1,1789,43000,0,1
19436,48,1,3,1,2,12,0,1,2510,42000,0,0
19444,44,1,2,1,1,12,0,1,2277,26000,0,0
19460,49,1,1,1,4,14,0,1,2419,49908,0,0
19482,68,0,2,1,2,14,0,3,,69950,2544,0
19484,67,1,3,1,3,16,0,1,697,26500,13476,0
19492,67,0,2,3,2,12,0,1,1400,11123,8131,0
19493,36,1,1,1,0,15,0,1,2004,20500,200,1
19494,43,1,2,1,2,15,0,1,1976,46000,0,1
19516,58,1,1,1,2,16,0,1,2475,200000,0,0
19528,37,0,2,1,2,0,1,1,256,110000,0,0
19540,57,1,2,1,0,0,1,1,1491,77000,0,0
19541,50,0,3,1,0,0,1,1,2340,62000,0,0
19556,51,1,1,1,2,12,0,1,1990,16600,0,0
19574,60,1,1,1,4,0,1,1,2243,62400,0,0
19575,51,0,1,1,4,12,0,1,1778,22000,0,0
19589,53,1,1,1,3,16,0,1,1410,55000,0,0
19590,54,0,1,1,3,14,0,1,625,7000,0,0
19605,61,1,1,1,3,0,1,1,2293,44800,0,0
19606,57,0,1,1,3,0,1,1,2410,57500,0,0
19607,36,1,1,1,0,16,0,1,2200,27200,13,1
19618,62,1,2,1,5,16,0,1,2380,156800,0,0
19620,39,1,1,1,0,16,0,1,2104,122000,0,1
19630,37,1,1,4,2,0,1,1,2040,35381,0,0
19645,42,1,1,1,2,16,0,1,2500,35500,0,0
19655,62,1,1,1,3,0,1,4,872,16850,5520,0
19657,37,0,1,1,0,16,0,1,1482,13450,0,1
19658,35,1,2,5,2,14,0,1,2500,16800,0,0
19659,35,1,0,2,0,14,0,1,1728,18300,0,1
19705,68,0,1,3,2,12,0,4,,600,18186,0
19708,32,0,1,1,1,16,0,1,2000,42000,0,0
19711,35,1,1,1,1,12,0,1,1560,45650,0,0
19712,39,1,2,1,1,14,0,1,2282,35000,0,0
19723,38,0,2,1,2,12,0,1,1877,23000,0,0
19729,69,1,1,1,4,8,0,4,,6000,20880,0
19742,53,1,2,1,3,12,0,1,1920,40325,0,0
19743,49,0,3,1,3,12,0,1,344,1200,0,0
19745,29,1,3,1,3,12,0,1,1920,68000,0,1
19770,60,1,1,1,4,12,0,1,2064,29075,540,0
19771,58,0,1,1,4,12,0,1,1764,17075,0,0
19773,31,1,1,1,1,12,0,1,2128,12200,0,1
19774,28,1,1,1,1,14,0,1,2371,37703,0,1
19796,43,1,2,1,1,16,0,1,2856,78000,0,0
19797,42,0,3,1,1,14,0,1,2000,18000,2400,0
19814,43,1,3,4,2,16,0,1,1910,34500,2600,0
19815,41,0,3,1,3,0,1,1,1669,28500,2700,0
19833,68,1,1,1,3,16,0,1,1336,50000,0,0
19852,49,1,2,1,2,16,0,1,2160,35054,0,0
19860,46,1,2,1,2,12,0,1,3516,32000,0,0
19861,41,0,2,1,2,12,0,1,3120,3900,0,0
19877,54,1,2,1,2,8,0,2,2000,12000,0,0
19890,54,0,1,3,4,11,0,1,832,5000,0,0
19925,33,1,2,1,2,16,0,1,1953,54000,0,1
19940,44,1,1,1,0,13,0,1,3084,63200,0,1
19941,40,1,1,1,2,15,0,1,2212,34015,0,1
19950,35,0,1,1,0,12,0,1,1888,23200,0,0
19962,58,1,1,1,5,12,0,1,2624,54000,700,0
19980,40,1,1,1,3,12,0,1,2080,38000,0,0
19994,40,0,2,4,1,15,0,1,1406,15000,3000,0
20014,38,0,1,1,2,12,0,1,2000,7000,0,0
20017,41,1,1,1,2,12,0,1,2582,29540,0,0
20021,43,1,2,1,0,14,0,1,3000,142000,0,0
20031,43,1,3,1,2,14,0,1,2244,22600,10920,0
20048,61,1,1,1,4,12,0,4,1936,58648,0,0
20049,61,0,1,3,4,12,0,4,,3217,0,0
20050,39,1,2,1,2,12,0,1,1896,47550,0,1
20051,36,1,1,1,3,12,0,1,2352,45000,0,1
20070,34,0,1,1,2,12,0,1,1840,35500,0,0
20085,44,1,2,1,1,15,0,1,3250,44000,0,0
20124,56,1,1,1,4,12,0,1,2160,31477,0,0
20125,49,0,1,3,4,10,0,1,1020,5213,0,0
20145,48,1,1,1,3,16,0,1,2812,34050,0,0
20160,67,1,2,1,3,12,0,4,344,300,9540,0
20161,49,0,1,1,3,12,0,1,1865,12000,0,0
20180,60,1,2,1,4,12,0,1,2304,48000,0,0
20181,57,0,2,3,4,12,0,1,1936,17000,0,0
20183,37,0,1,1,2,16,0,1,2135,21180,0,1
20184,35,1,0,2,0,14,0,1,2621,36500,0,1
20193,62,0,1,1,0,0,1,1,1418,56000,0,0
20194,41,1,2,1,3,13,0,1,1512,21025,0,0
20195,59,1,2,1,4,10,0,1,1949,28000,0,0
20236,54,1,2,1,7,12,0,1,1896,64400,0,1
20237,52,0,1,4,6,13,0,1,2090,21100,0,0
20240,29,1,2,1,1,14,0,1,2156,34400,0,1
20247,46,0,2,1,2,12,0,1,1960,25000,0,0
20261,84,0,1,3,4,16,0,4,,9200,7080,0
20265,36,1,1,1,2,16,0,1,2144,43000,0,0
20266,40,0,2,1,0,0,1,1,3190,40810,0,0
20273,45,1,4,1,1,14,0,1,2880,50561,17,0
20291,45,1,1,1,2,12,0,1,2450,36500,0,0
20292,40,0,1,1,2,12,0,1,1888,32000,0,0
20302,69,1,1,1,6,16,0,4,,20000,20040,0
20304,41,0,2,1,2,16,0,1,4960,26400,4500,1
20306,38,1,2,1,3,14,0,1,1778,32155,200,1
20308,35,1,1,1,2,0,1,1,3000,27150,2500,1
20330,37,1,2,4,3,0,1,1,2305,78500,0,0
20352,52,1,1,1,4,8,0,1,2200,12388,0,0
20355,30,1,1,5,3,12,0,1,2008,30800,0,1
20402,41,1,2,1,0,0,1,1,1856,28567,0,1
20416,52,1,1,1,3,12,0,1,2080,42000,0,0
20451,55,1,2,1,2,12,0,5,,2600,14010,0
20463,71,0,1,3,2,13,0,4,1487,42017,86441,0
20465,45,0,0,2,0,13,0,1,2340,37500,0,0
20488,44,1,1,1,2,0,1,1,5034,65054,0,0
20491,65,1,1,1,3,16,0,1,2714,55200,0,0
20495,35,0,1,1,2,12,0,1,1250,10098,0,1
20500,42,1,2,1,2,16,0,1,2064,61500,0,0
20501,42,0,1,1,2,16,0,1,917,15000,0,0
20515,63,1,2,1,4,14,0,4,2160,63500,0,0
20516,66,0,2,4,4,12,0,1,569,5947,4600,0
20518,36,1,1,1,2,15,0,1,1920,40220,0,1
20537,45,1,1,1,3,12,0,1,2340,23000,0,0
20556,58,0,1,3,2,12,0,1,1712,16794,0,0
20557,38,1,2,1,2,16,0,1,2250,29266,0,1
20572,68,1,1,1,1,0,1,4,170,9300,9564,0
20578,49,1,3,1,3,12,0,1,3640,30500,0,0
20579,43,0,2,1,3,12,0,1,3520,32372,0,0
20625,41,1,1,1,1,16,0,1,2450,41000,0,1
20626,45,1,2,1,1,16,0,1,2080,90000,0,1
20636,38,0,2,1,2,12,0,1,2695,13000,0,0
20650,56,1,1,1,2,0,1,1,1904,30450,0,0
20651,53,0,1,1,2,12,0,1,1904,15600,0,0
20659,40,0,1,4,3,13,0,1,2495,37200,0,0
20690,61,1,1,1,2,12,0,1,3315,55100,0,0
20691,61,0,1,1,2,12,0,1,1260,8000,0,0
20692,36,1,2,1,2,14,0,1,1894,43500,0,1
20694,29,0,1,1,4,12,0,1,1542,11000,0,1
20712,34,1,2,1,3,12,0,7,2086,13000,1200,0
20758,40,1,1,1,3,12,0,1,2750,39000,0,1
20759,35,1,4,4,1,10,0,1,3060,54000,0,1
20761,42,1,5,4,1,14,0,1,3072,26028,11242,1
20777,64,0,4,1,5,10,0,4,176,800,0,0
20806,44,0,1,1,0,16,0,1,1757,35744,0,0
20808,58,1,2,1,1,11,0,1,1456,26000,0,0
20815,55,0,2,1,5,8,0,1,2783,23300,0,0
20836,45,1,1,1,2,16,0,1,1976,54000,0,1
20839,42,0,1,1,2,16,0,1,1984,43000,0,0
20841,51,0,1,3,3,13,0,1,1848,25000,2712,0
20859,38,0,1,3,2,14,0,1,2304,26500,3600,1
20860,36,0,1,4,2,13,0,1,1972,24040,2400,1
20895,45,1,2,1,3,12,0,1,2040,35500,0,0
20947,43,0,1,1,2,12,0,1,1488,6420,0,0
20957,53,0,1,4,3,12,0,1,1610,13000,0,0
20980,77,1,1,1,1,12,0,4,,20000,18600,0
20982,59,1,1,1,2,12,0,4,,3500,14000,0
20983,60,0,1,1,2,12,0,1,1763,18200,0,0
20995,52,1,1,1,2,12,0,1,1715,90000,0,0
20996,51,0,1,1,2,13,0,1,1888,28000,0,0
20997,29,1,1,4,2,12,0,1,2838,39050,0,1
21011,79,1,1,1,3,12,0,4,1277,2800,13404,0
21013,41,0,2,1,0,14,0,1,2160,54000,0,1
21015,43,1,2,1,2,12,0,1,1894,60200,0,0
21017,53,1,1,1,2,12,0,1,2258,49000,0,0
21030,50,1,1,1,0,14,0,1,1880,30100,0,1
21031,46,0,1,1,0,16,0,1,1960,20000,0,0
21041,58,1,3,4,2,12,0,1,1850,36500,0,0
21043,38,1,1,1,2,15,0,1,1503,31384,0,1
21044,35,1,2,1,2,14,0,1,1974,24000,800,1
21050,60,1,2,1,3,11,0,1,2808,44522,0,0
21051,47,0,2,1,3,13,0,1,1050,30500,0,0
21064,72,0,1,3,3,12,0,1,520,11000,10431,0
21091,47,1,3,1,0,0,1,1,1275,28068,0,0
21097,49,1,1,1,2,12,0,1,2000,32000,0,0
21098,49,0,1,1,2,12,0,1,2000,15612,0,0
21099,29,1,3,1,3,11,0,3,2259,18000,0,1
21117,55,1,3,1,0,7,0,1,1968,12724,0,0
21127,62,1,4,1,3,11,0,1,1984,7000,0,0
21141,57,0,2,1,0,16,0,4,1752,32250,0,0
21146,54,1,1,4,3,13,0,1,1020,18000,0,0
21147,52,0,2,1,3,12,0,1,654,10000,0,0
21178,57,0,2,4,2,12,0,4,1554,36000,3300,0
21191,52,1,1,1,2,12,0,1,2000,12000,0,0
21192,50,0,1,3,0,12,0,1,1880,12000,0,0
21215,58,1,1,1,4,13,0,1,1960,30500,0,0
21216,56,0,1,3,4,12,0,1,1650,26000,0,0
21240,35,1,1,4,2,12,0,1,1575,20011,0,0
21243,42,1,1,1,2,12,0,1,1991,40735,2540,1
21259,42,1,1,1,2,15,0,1,3536,20000,0,0
21261,41,0,1,1,2,12,0,1,3324,16665,0,0
21296,84,0,1,3,3,8,0,4,,28000,6840,0
21316,51,1,1,3,4,14,0,1,2920,99050,0,0
21332,62,1,1,1,3,0,1,1,1900,46010,0,0
21335,32,0,1,1,2,13,0,1,1766,29984,0,1
21336,31,0,2,4,2,12,0,1,1796,22000,0,1
21354,67,1,2,1,1,13,0,4,,2500,22020,0
21356,40,1,1,1,3,14,0,1,2024,38600,0,1
21364,53,0,1,4,2,12,0,1,2020,17300,0,0
21383,38,0,1,1,2,12,0,1,1012,17000,0,1
21389,37,1,1,1,2,15,0,1,2250,48000,0,0
21394,53,1,5,1,6,14,0,1,2000,30000,2000,0
21396,32,0,1,1,1,0,1,1,2178,22500,0,1
21397,31,1,1,4,3,0,1,1,2232,38200,0,1
21398,30,0,1,1,0,13,0,1,2072,25000,0,1
21399,28,0,1,1,2,12,0,1,2008,25300,0,1
21413,53,1,2,1,2,12,0,1,1982,23535,13476,0
21442,57,0,1,4,2,12,0,1,1896,36800,0,0
21443,36,0,2,1,2,0,1,1,2264,27042,5000,1
21464,49,1,1,1,2,0,1,1,2340,62000,0,0
21474,44,1,3,1,4,0,1,1,3409,93200,0,0
21475,44,0,4,1,2,0,1,1,3140,21371,4800,0
21505,77,1,1,4,2,16,0,4,,9586,36899,0
21511,62,1,1,3,4,12,0,4,,4500,99999,0
21513,39,1,1,1,2,12,0,1,2600,30050,0,1
21514,37,1,2,1,2,12,0,1,1872,30000,1200,1
21515,32,1,0,2,0,12,0,1,1980,35200,0,1
